"neighborhood","virus","serotype","year","epiweek","total_female_aegypti","total_female_albopictus","total_traps","MFAI_aegypti","MFAI_albopictus"
"AUXILIADORA","","",2019,43,0,0,14,0,0
"AUXILIADORA","","",2019,44,0,0,14,0,0
"AUXILIADORA","","",2019,45,1,0,14,0.0714285714285714,0
"AUXILIADORA","","",2019,46,2,0,15,0.133333333333333,0
"AUXILIADORA","","",2019,47,4,0,15,0.266666666666667,0
"AUXILIADORA","","",2019,48,1,1,15,0.0666666666666667,0.0666666666666667
"AUXILIADORA","","",2019,49,3,0,15,0.2,0
"AUXILIADORA","","",2019,50,1,0,15,0.0666666666666667,0
"AUXILIADORA","","",2019,51,2,0,15,0.133333333333333,0
"AUXILIADORA","","",2019,52,2,0,12,0.166666666666667,0
"AUXILIADORA","","",2020,1,0,0,5,0,0
"AUXILIADORA","","",2020,2,5,0,15,0.333333333333333,0
"AUXILIADORA","","",2020,3,8,0,15,0.533333333333333,0
"AUXILIADORA","","",2020,4,9,0,14,0.642857142857143,0
"AUXILIADORA","","",2020,5,5,0,15,0.333333333333333,0
"AUXILIADORA","","",2020,6,5,0,15,0.333333333333333,0
"AUXILIADORA","","",2020,7,6,0,15,0.4,0
"AUXILIADORA","","",2020,8,4,0,14,0.285714285714286,0
"AUXILIADORA","","",2020,9,8,0,15,0.533333333333333,0
"AUXILIADORA","","",2020,10,2,0,15,0.133333333333333,0
"AUXILIADORA","","",2020,11,4,0,15,0.266666666666667,0
"AUXILIADORA","","",2020,12,6,0,15,0.4,0
"AUXILIADORA","","",2020,13,7,0,12,0.583333333333333,0
"AUXILIADORA","","",2020,14,9,0,10,0.9,0
"AUXILIADORA","","",2020,15,9,0,10,0.9,0
"AUXILIADORA","","",2020,16,4,0,11,0.363636363636364,0
"AUXILIADORA","","",2020,17,4,0,10,0.4,0
"AUXILIADORA","","",2020,18,6,0,10,0.6,0
"AUXILIADORA","","",2020,19,8,0,10,0.8,0
"AUXILIADORA","","",2020,20,8,0,11,0.727272727272727,0
"AUXILIADORA","","",2020,21,7,0,11,0.636363636363636,0
"AUXILIADORA","","",2020,22,2,0,11,0.181818181818182,0
"AUXILIADORA","","",2020,23,0,0,11,0,0
"AUXILIADORA","","",2020,24,0,0,10,0,0
"AUXILIADORA","","",2020,25,1,0,10,0.1,0
"AUXILIADORA","","",2020,26,0,0,10,0,0
"AUXILIADORA","","",2020,27,0,0,10,0,0
"AUXILIADORA","","",2020,28,0,0,10,0,0
"AUXILIADORA","","",2020,29,0,0,10,0,0
"AUXILIADORA","","",2020,30,0,0,9,0,0
"AUXILIADORA","","",2020,31,0,0,10,0,0
"AUXILIADORA","","",2020,32,0,0,10,0,0
"AUXILIADORA","","",2020,33,0,0,10,0,0
"AUXILIADORA","","",2020,34,0,0,10,0,0
"AUXILIADORA","","",2020,35,0,0,10,0,0
"AUXILIADORA","","",2020,36,0,0,10,0,0
"AUXILIADORA","","",2020,37,0,0,10,0,0
"AUXILIADORA","","",2020,38,0,0,10,0,0
"AUXILIADORA","","",2020,39,0,0,10,0,0
"AUXILIADORA","","",2020,40,0,0,10,0,0
"AUXILIADORA","","",2020,44,0,0,10,0,0
"AUXILIADORA","","",2020,45,0,0,10,0,0
"AUXILIADORA","","",2020,46,0,0,10,0,0
"AUXILIADORA","","",2020,47,0,0,10,0,0
"AUXILIADORA","","",2020,48,3,0,10,0.3,0
"AUXILIADORA","","",2020,49,1,0,10,0.1,0
"AUXILIADORA","","",2020,50,0,0,10,0,0
"AUXILIADORA","","",2020,51,0,0,10,0,0
"AUXILIADORA","","",2020,52,2,0,10,0.2,0
"AUXILIADORA","","",2020,53,3,0,10,0.3,0
"AUXILIADORA","","",2021,1,2,0,10,0.2,0
"AUXILIADORA","","",2021,2,2,0,10,0.2,0
"AUXILIADORA","","",2021,3,1,0,10,0.1,0
"AUXILIADORA","","",2021,4,3,0,10,0.3,0
"AUXILIADORA","","",2021,5,1,0,10,0.1,0
"AUXILIADORA","","",2021,6,8,0,10,0.8,0
"AUXILIADORA","","",2021,7,14,0,10,1.4,0
"AUXILIADORA","","",2021,8,5,0,10,0.5,0
"AUXILIADORA","","",2021,9,2,0,10,0.2,0
"AUXILIADORA","","",2021,10,3,0,10,0.3,0
"AUXILIADORA","","",2021,11,3,0,10,0.3,0
"AUXILIADORA","","",2021,12,4,0,10,0.4,0
"AUXILIADORA","","",2021,13,6,0,10,0.6,0
"AUXILIADORA","","",2021,14,8,0,10,0.8,0
"AUXILIADORA","","",2021,15,36,0,10,3.6,0
"AUXILIADORA","","",2021,16,18,0,10,1.8,0
"AUXILIADORA","","",2021,17,10,0,10,1,0
"AUXILIADORA","","",2021,18,8,0,11,0.727272727272727,0
"AUXILIADORA","","",2021,19,2,0,12,0.166666666666667,0
"AUXILIADORA","","",2021,20,11,0,13,0.846153846153846,0
"AUXILIADORA","","",2021,21,4,0,13,0.307692307692308,0
"AUXILIADORA","","",2021,22,2,0,13,0.153846153846154,0
"AUXILIADORA","","",2021,23,1,0,13,0.0769230769230769,0
"AUXILIADORA","","",2021,24,0,0,13,0,0
"AUXILIADORA","","",2021,25,0,0,13,0,0
"AUXILIADORA","","",2021,26,0,0,13,0,0
"AUXILIADORA","","",2021,27,0,0,13,0,0
"AUXILIADORA","","",2021,28,0,0,13,0,0
"AUXILIADORA","","",2021,29,0,0,13,0,0
"AUXILIADORA","","",2021,30,0,0,13,0,0
"AUXILIADORA","","",2021,31,0,0,13,0,0
"AUXILIADORA","","",2021,32,0,0,13,0,0
"AUXILIADORA","","",2021,33,0,0,13,0,0
"AUXILIADORA","","",2021,34,0,0,13,0,0
"AUXILIADORA","","",2021,35,0,0,13,0,0
"AUXILIADORA","","",2021,36,1,0,13,0.0769230769230769,0
"AUXILIADORA","","",2021,37,0,0,13,0,0
"AUXILIADORA","","",2021,38,0,0,13,0,0
"AUXILIADORA","","",2021,49,2,0,7,0.285714285714286,0
"AUXILIADORA","","",2021,50,2,0,13,0.153846153846154,0
"AUXILIADORA","","",2021,51,7,0,13,0.538461538461538,0
"AUXILIADORA","","",2021,52,4,0,13,0.307692307692308,0
"AUXILIADORA","","",2022,1,2,0,13,0.153846153846154,0
"AUXILIADORA","","",2022,2,6,0,12,0.5,0
"AUXILIADORA","","",2022,3,8,0,13,0.615384615384615,0
"AUXILIADORA","","",2022,4,7,0,13,0.538461538461538,0
"AUXILIADORA","","",2022,5,4,0,13,0.307692307692308,0
"AUXILIADORA","","",2022,6,6,0,13,0.461538461538462,0
"AUXILIADORA","","",2022,7,5,0,13,0.384615384615385,0
"AUXILIADORA","","",2022,8,4,0,13,0.307692307692308,0
"AUXILIADORA","","",2022,9,4,0,11,0.363636363636364,0
"AUXILIADORA","","",2022,10,5,0,13,0.384615384615385,0
"AUXILIADORA","","",2022,11,3,0,12,0.25,0
"AUXILIADORA","","",2022,12,6,0,5,1.2,0
"AUXILIADORA","","",2022,13,9,0,13,0.692307692307692,0
"AUXILIADORA","","",2022,14,5,0,13,0.384615384615385,0
"AUXILIADORA","","",2022,15,4,0,13,0.307692307692308,0
"AUXILIADORA","","",2022,16,2,0,12,0.166666666666667,0
"AUXILIADORA","","",2022,17,3,0,12,0.25,0
"AUXILIADORA","","",2022,18,3,0,13,0.230769230769231,0
"AUXILIADORA","","",2022,19,1,0,13,0.0769230769230769,0
"AUXILIADORA","","",2022,20,1,0,13,0.0769230769230769,0
"AUXILIADORA","","",2022,21,3,0,13,0.230769230769231,0
"AUXILIADORA","","",2022,22,0,0,13,0,0
"AUXILIADORA","","",2022,23,1,0,13,0.0769230769230769,0
"AUXILIADORA","","",2022,24,0,0,13,0,0
"AUXILIADORA","","",2022,25,0,0,13,0,0
"AUXILIADORA","","",2022,26,0,0,13,0,0
"AUXILIADORA","","",2022,27,0,0,13,0,0
"AUXILIADORA","","",2022,28,0,0,3,0,0
"AUXILIADORA","","",2022,30,0,0,6,0,0
"AUXILIADORA","","",2022,32,0,0,2,0,0
"AUXILIADORA","","",2022,35,0,0,9,0,0
"AUXILIADORA","","",2022,36,2,0,11,0.181818181818182,0
"AUXILIADORA","","",2022,37,0,0,11,0,0
"AUXILIADORA","","",2022,38,1,0,11,0.0909090909090909,0
"AUXILIADORA","","",2022,39,1,0,11,0.0909090909090909,0
"AUXILIADORA","","",2022,40,0,0,9,0,0
"AUXILIADORA","","",2022,41,0,0,8,0,0
"AUXILIADORA","","",2022,42,0,0,9,0,0
"AUXILIADORA","","",2022,43,0,0,9,0,0
"AUXILIADORA","","",2022,44,0,0,8,0,0
"AUXILIADORA","","",2022,45,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2022,46,0,0,9,0,0
"AUXILIADORA","","",2022,47,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2022,48,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2022,49,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2022,50,0,0,9,0,0
"AUXILIADORA","","",2022,51,1,0,8,0.125,0
"AUXILIADORA","","",2022,52,2,0,7,0.285714285714286,0
"AUXILIADORA","","",2023,1,3,0,9,0.333333333333333,0
"AUXILIADORA","","",2023,2,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2023,3,8,0,9,0.888888888888889,0
"AUXILIADORA","","",2023,4,4,0,9,0.444444444444444,0
"AUXILIADORA","","",2023,5,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2023,6,23,0,9,2.55555555555556,0
"AUXILIADORA","","",2023,7,12,0,9,1.33333333333333,0
"AUXILIADORA","","",2023,8,2,0,7,0.285714285714286,0
"AUXILIADORA","","",2023,9,8,0,9,0.888888888888889,0
"AUXILIADORA","","",2023,10,7,0,9,0.777777777777778,0
"AUXILIADORA","","",2023,11,21,0,9,2.33333333333333,0
"AUXILIADORA","","",2023,12,19,0,9,2.11111111111111,0
"AUXILIADORA","","",2023,13,5,0,9,0.555555555555556,0
"AUXILIADORA","","",2023,14,9,0,9,1,0
"AUXILIADORA","","",2023,15,5,0,9,0.555555555555556,0
"AUXILIADORA","","",2023,16,18,0,9,2,0
"AUXILIADORA","","",2023,17,12,0,9,1.33333333333333,0
"AUXILIADORA","","",2023,18,7,0,8,0.875,0
"AUXILIADORA","","",2023,19,2,0,8,0.25,0
"AUXILIADORA","","",2023,20,1,0,8,0.125,0
"AUXILIADORA","","",2023,21,6,0,8,0.75,0
"AUXILIADORA","","",2023,22,5,0,9,0.555555555555556,0
"AUXILIADORA","","",2023,23,8,0,9,0.888888888888889,0
"AUXILIADORA","","",2023,24,3,0,9,0.333333333333333,0
"AUXILIADORA","","",2023,25,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2023,26,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2023,27,3,0,9,0.333333333333333,0
"AUXILIADORA","","",2023,28,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2023,29,0,0,9,0,0
"AUXILIADORA","","",2023,30,0,0,7,0,0
"AUXILIADORA","","",2023,31,0,0,8,0,0
"AUXILIADORA","","",2023,32,1,0,8,0.125,0
"AUXILIADORA","","",2023,33,1,0,7,0.142857142857143,0
"AUXILIADORA","","",2023,34,0,0,7,0,0
"AUXILIADORA","","",2023,35,0,0,9,0,0
"AUXILIADORA","","",2023,36,0,0,9,0,0
"AUXILIADORA","","",2023,37,2,0,9,0.222222222222222,0
"AUXILIADORA","","",2023,38,0,0,9,0,0
"AUXILIADORA","","",2023,39,0,0,9,0,0
"AUXILIADORA","","",2023,40,0,0,9,0,0
"AUXILIADORA","","",2023,41,3,0,9,0.333333333333333,0
"AUXILIADORA","","",2023,42,2,0,9,0.222222222222222,0
"AUXILIADORA","","",2023,43,0,0,9,0,0
"AUXILIADORA","","",2023,44,2,0,9,0.222222222222222,0
"AUXILIADORA","","",2023,45,5,0,8,0.625,0
"AUXILIADORA","","",2023,46,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2023,47,3,0,8,0.375,0
"AUXILIADORA","","",2023,48,5,0,8,0.625,0
"AUXILIADORA","","",2023,49,9,0,9,1,0
"AUXILIADORA","","",2023,50,6,0,9,0.666666666666667,0
"AUXILIADORA","","",2023,51,20,0,9,2.22222222222222,0
"AUXILIADORA","","",2023,52,12,0,6,2,0
"AUXILIADORA","","",2024,1,26,0,12,2.16666666666667,0
"AUXILIADORA","","",2024,2,7,0,9,0.777777777777778,0
"AUXILIADORA","","",2024,3,7,0,8,0.875,0
"AUXILIADORA","","",2024,4,16,0,8,2,0
"AUXILIADORA","","",2024,5,18,0,9,2,0
"AUXILIADORA","","",2024,6,22,0,8,2.75,0
"AUXILIADORA","","",2024,7,9,0,8,1.125,0
"AUXILIADORA","","",2024,8,6,0,9,0.666666666666667,0
"AUXILIADORA","","",2024,9,24,0,9,2.66666666666667,0
"AUXILIADORA","","",2024,10,22,0,9,2.44444444444444,0
"AUXILIADORA","","",2024,11,15,0,9,1.66666666666667,0
"AUXILIADORA","","",2024,12,12,0,9,1.33333333333333,0
"AUXILIADORA","","",2024,13,28,0,9,3.11111111111111,0
"AUXILIADORA","","",2024,14,20,0,9,2.22222222222222,0
"AUXILIADORA","Dengue","Dengue 1",2024,14,10,0,9,1.11111111111111,0
"AUXILIADORA","","",2024,15,21,0,8,2.625,0
"AUXILIADORA","","",2024,16,14,0,8,1.75,0
"AUXILIADORA","","",2024,17,13,0,9,1.44444444444444,0
"AUXILIADORA","","",2024,22,0,0,4,0,0
"AUXILIADORA","","",2024,23,3,0,7,0.428571428571429,0
"AUXILIADORA","","",2024,24,2,0,9,0.222222222222222,0
"AUXILIADORA","","",2024,25,0,0,9,0,0
"AUXILIADORA","","",2024,26,0,1,8,0,0.125
"AUXILIADORA","","",2024,27,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2024,28,0,0,9,0,0
"AUXILIADORA","","",2024,29,0,0,9,0,0
"AUXILIADORA","","",2024,30,0,0,9,0,0
"AUXILIADORA","","",2024,31,0,0,9,0,0
"AUXILIADORA","","",2024,32,0,0,7,0,0
"AUXILIADORA","","",2024,33,0,0,9,0,0
"AUXILIADORA","","",2024,34,0,0,7,0,0
"AUXILIADORA","","",2024,35,0,0,9,0,0
"AUXILIADORA","","",2024,36,0,0,9,0,0
"AUXILIADORA","","",2024,37,0,0,2,0,0
"AUXILIADORA","","",2024,38,0,0,9,0,0
"AUXILIADORA","","",2024,39,0,0,8,0,0
"AUXILIADORA","","",2024,40,0,0,9,0,0
"AUXILIADORA","","",2024,42,0,0,9,0,0
"AUXILIADORA","","",2024,43,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2024,44,1,0,9,0.111111111111111,0
"AUXILIADORA","","",2024,45,2,0,9,0.222222222222222,0
"AUXILIADORA","","",2024,46,2,0,9,0.222222222222222,0
"AUXILIADORA","","",2024,47,3,0,9,0.333333333333333,0
"AUXILIADORA","","",2024,48,0,0,9,0,0
"AUXILIADORA","","",2024,50,7,0,7,1,0
"AUXILIADORA","","",2024,51,8,0,8,1,0
"AUXILIADORA","","",2024,52,11,0,6,1.83333333333333,0
"AUXILIADORA","","",2025,1,5,0,3,1.66666666666667,0
"AUXILIADORA","","",2025,2,18,0,9,2,0
"AUXILIADORA","","",2025,3,5,0,9,0.555555555555556,0
"AUXILIADORA","","",2025,4,8,0,9,0.888888888888889,0
"AUXILIADORA","","",2025,5,11,0,9,1.22222222222222,0
"AUXILIADORA","","",2025,6,10,0,10,1,0
"AUXILIADORA","","",2025,7,10,0,6,1.66666666666667,0
"AUXILIADORA","","",2025,8,10,0,10,1,0
"AUXILIADORA","","",2025,9,30,0,9,3.33333333333333,0
"AUXILIADORA","","",2025,10,18,0,9,2,0
"AUXILIADORA","","",2025,11,12,0,10,1.2,0
"AUXILIADORA","","",2025,12,13,0,10,1.3,0
"AUXILIADORA","","",2025,13,13,0,10,1.3,0
"AUXILIADORA","","",2025,14,26,0,10,2.6,0
"AUXILIADORA","","",2025,15,14,0,10,1.4,0
"AUXILIADORA","Dengue","Dengue 1",2025,15,3,0,10,0.3,0
"AUXILIADORA","","",2025,16,7,0,10,0.7,0
"AUXILIADORA","","",2025,17,5,0,10,0.5,0
"AUXILIADORA","","",2025,18,9,0,10,0.9,0
"AUXILIADORA","","",2025,19,11,0,10,1.1,0
"AUXILIADORA","","",2025,20,12,0,9,1.33333333333333,0
"AUXILIADORA","","",2025,21,6,0,10,0.6,0
"AUXILIADORA","","",2025,22,2,0,10,0.2,0
"AUXILIADORA","","",2025,23,1,0,10,0.1,0
"AUXILIADORA","","",2025,24,1,0,10,0.1,0
"AUXILIADORA","","",2025,26,0,0,10,0,0
"AUXILIADORA","","",2025,27,0,0,10,0,0
"AUXILIADORA","","",2025,28,0,0,10,0,0
"AUXILIADORA","","",2025,29,0,0,9,0,0
"AUXILIADORA","","",2025,30,0,0,10,0,0
"AUXILIADORA","","",2025,31,0,0,10,0,0
"AUXILIADORA",NA,NA,2025,32,0,0,10,0,0
"AUXILIADORA",NA,NA,2025,33,0,0,10,0,0
"AUXILIADORA",NA,NA,2025,34,0,0,10,0,0
"AUXILIADORA",NA,NA,2025,35,0,0,10,0,0
"AUXILIADORA",NA,NA,2025,36,0,0,4,0,0
"AUXILIADORA",NA,NA,2025,37,0,0,10,0,0
"AUXILIADORA",NA,NA,2025,38,1,0,10,0.1,0
"AUXILIADORA",NA,NA,2025,39,0,0,10,0,0
"AUXILIADORA",NA,NA,2025,40,0,0,10,0,0
"AUXILIADORA",NA,NA,2025,41,2,0,10,0.2,0
"AUXILIADORA",NA,NA,2025,42,2,0,10,0.2,0
"AUXILIADORA",NA,NA,2025,43,3,0,10,0.3,0
"AUXILIADORA",NA,NA,2025,44,4,0,10,0.4,0
"AUXILIADORA",NA,NA,2025,45,3,0,10,0.3,0
"AUXILIADORA",NA,NA,2025,46,1,0,10,0.1,0
"AUXILIADORA",NA,NA,2025,47,2,0,10,0.2,0
"AUXILIADORA",NA,NA,2025,48,2,0,10,0.2,0
"AUXILIADORA",NA,NA,2025,49,4,0,10,0.4,0
"AUXILIADORA",NA,NA,2025,50,7,0,9,0.777777777777778,0
"AUXILIADORA",NA,NA,2025,51,7,0,9,0.777777777777778,0
"AUXILIADORA",NA,NA,2025,52,3,0,8,0.375,0
"AUXILIADORA",NA,NA,2025,53,6,0,7,0.857142857142857,0
"AZENHA","","",2018,3,2,0,20,0.1,0
"AZENHA","","",2018,4,5,0,20,0.25,0
"AZENHA","","",2018,5,6,1,19,0.315789473684211,0.0526315789473684
"AZENHA","","",2018,6,8,0,20,0.4,0
"AZENHA","","",2018,7,3,0,19,0.157894736842105,0
"AZENHA","","",2018,8,4,0,20,0.2,0
"AZENHA","","",2018,9,7,0,20,0.35,0
"AZENHA","","",2018,10,12,0,19,0.631578947368421,0
"AZENHA","","",2018,11,10,0,20,0.5,0
"AZENHA","","",2018,12,9,0,20,0.45,0
"AZENHA","","",2018,13,7,0,20,0.35,0
"AZENHA","","",2018,14,8,0,20,0.4,0
"AZENHA","","",2018,15,14,1,20,0.7,0.05
"AZENHA","","",2018,16,13,0,20,0.65,0
"AZENHA","","",2018,17,8,0,20,0.4,0
"AZENHA","","",2018,18,12,0,20,0.6,0
"AZENHA","","",2018,19,8,0,20,0.4,0
"AZENHA","","",2018,20,11,0,20,0.55,0
"AZENHA","","",2018,21,3,0,20,0.15,0
"AZENHA","","",2018,22,3,0,20,0.15,0
"AZENHA","","",2018,23,1,0,19,0.0526315789473684,0
"AZENHA","","",2018,24,1,0,20,0.05,0
"AZENHA","","",2018,25,0,0,20,0,0
"AZENHA","","",2018,26,1,0,20,0.05,0
"AZENHA","","",2018,27,0,0,19,0,0
"AZENHA","","",2018,28,0,0,20,0,0
"AZENHA","","",2018,29,0,0,20,0,0
"AZENHA","","",2018,30,0,0,20,0,0
"AZENHA","","",2018,31,0,0,19,0,0
"AZENHA","","",2018,32,0,0,20,0,0
"AZENHA","","",2018,33,0,0,20,0,0
"AZENHA","","",2018,34,0,0,20,0,0
"AZENHA","","",2018,35,0,0,20,0,0
"AZENHA","","",2018,36,0,0,20,0,0
"AZENHA","","",2018,37,0,0,20,0,0
"AZENHA","","",2018,38,0,0,20,0,0
"AZENHA","","",2018,39,0,0,20,0,0
"AZENHA","","",2018,40,0,0,20,0,0
"AZENHA","","",2018,41,1,0,20,0.05,0
"AZENHA","","",2018,42,2,0,20,0.1,0
"AZENHA","","",2018,43,2,0,20,0.1,0
"AZENHA","","",2018,44,4,0,20,0.2,0
"AZENHA","","",2018,45,1,0,20,0.05,0
"AZENHA","","",2018,46,1,0,20,0.05,0
"AZENHA","","",2018,47,1,0,18,0.0555555555555556,0
"AZENHA","","",2018,48,5,0,19,0.263157894736842,0
"AZENHA","","",2018,49,0,0,20,0,0
"AZENHA","","",2018,50,1,0,20,0.05,0
"AZENHA","","",2018,51,4,0,20,0.2,0
"AZENHA","","",2018,52,0,0,2,0,0
"AZENHA","","",2019,1,0,0,10,0,0
"AZENHA","","",2019,2,1,0,2,0.5,0
"AZENHA","","",2019,3,4,0,20,0.2,0
"AZENHA","","",2019,4,5,0,20,0.25,0
"AZENHA","","",2019,5,4,3,22,0.181818181818182,0.136363636363636
"AZENHA","","",2019,6,2,0,24,0.0833333333333333,0
"AZENHA","","",2019,7,9,0,24,0.375,0
"AZENHA","","",2019,8,10,1,24,0.416666666666667,0.0416666666666667
"AZENHA","","",2019,9,8,0,24,0.333333333333333,0
"AZENHA","","",2019,10,7,0,23,0.304347826086957,0
"AZENHA","","",2019,11,6,0,24,0.25,0
"AZENHA","","",2019,12,18,0,24,0.75,0
"AZENHA","","",2019,13,6,1,24,0.25,0.0416666666666667
"AZENHA","","",2019,14,19,4,24,0.791666666666667,0.166666666666667
"AZENHA","","",2019,15,1,0,24,0.0416666666666667,0
"AZENHA","","",2019,16,5,0,24,0.208333333333333,0
"AZENHA","","",2019,17,11,0,23,0.478260869565217,0
"AZENHA","","",2019,18,8,0,24,0.333333333333333,0
"AZENHA","","",2019,19,7,0,24,0.291666666666667,0
"AZENHA","","",2019,20,2,0,24,0.0833333333333333,0
"AZENHA","","",2019,21,10,1,23,0.434782608695652,0.0434782608695652
"AZENHA","","",2019,22,4,0,24,0.166666666666667,0
"AZENHA","","",2019,23,9,0,24,0.375,0
"AZENHA","","",2019,24,3,0,24,0.125,0
"AZENHA","","",2019,25,4,1,24,0.166666666666667,0.0416666666666667
"AZENHA","","",2019,26,8,1,24,0.333333333333333,0.0416666666666667
"AZENHA","","",2019,27,1,0,24,0.0416666666666667,0
"AZENHA","","",2019,28,0,0,24,0,0
"AZENHA","","",2019,29,4,0,24,0.166666666666667,0
"AZENHA","","",2019,30,0,0,24,0,0
"AZENHA","","",2019,31,0,0,24,0,0
"AZENHA","","",2019,32,0,0,24,0,0
"AZENHA","","",2019,33,0,0,24,0,0
"AZENHA","","",2019,34,0,0,24,0,0
"AZENHA","","",2019,35,0,0,24,0,0
"AZENHA","","",2019,36,1,0,24,0.0416666666666667,0
"AZENHA","","",2019,37,0,0,24,0,0
"AZENHA","","",2019,38,0,0,22,0,0
"AZENHA","","",2019,39,0,0,24,0,0
"AZENHA","","",2019,40,0,1,24,0,0.0416666666666667
"AZENHA","","",2019,41,0,0,24,0,0
"AZENHA","","",2019,42,2,0,24,0.0833333333333333,0
"AZENHA","","",2019,43,1,0,24,0.0416666666666667,0
"AZENHA","","",2019,44,0,0,24,0,0
"AZENHA","","",2019,45,4,0,24,0.166666666666667,0
"AZENHA","","",2019,46,1,0,24,0.0416666666666667,0
"AZENHA","","",2019,47,0,0,24,0,0
"AZENHA","","",2019,48,5,1,24,0.208333333333333,0.0416666666666667
"AZENHA","","",2019,49,2,0,24,0.0833333333333333,0
"AZENHA","","",2019,50,3,0,24,0.125,0
"AZENHA","","",2019,51,1,0,24,0.0416666666666667,0
"AZENHA","","",2019,52,2,1,23,0.0869565217391304,0.0434782608695652
"AZENHA","","",2020,1,0,1,14,0,0.0714285714285714
"AZENHA","","",2020,2,3,0,22,0.136363636363636,0
"AZENHA","","",2020,3,3,0,22,0.136363636363636,0
"AZENHA","","",2020,4,6,0,23,0.260869565217391,0
"AZENHA","","",2020,5,1,1,24,0.0416666666666667,0.0416666666666667
"AZENHA","","",2020,6,11,1,24,0.458333333333333,0.0416666666666667
"AZENHA","","",2020,7,4,0,24,0.166666666666667,0
"AZENHA","","",2020,8,11,0,22,0.5,0
"AZENHA","","",2020,9,5,0,22,0.227272727272727,0
"AZENHA","","",2020,10,7,1,24,0.291666666666667,0.0416666666666667
"AZENHA","","",2020,11,4,0,24,0.166666666666667,0
"AZENHA","","",2020,12,5,0,24,0.208333333333333,0
"AZENHA","","",2020,13,3,3,20,0.15,0.15
"AZENHA","","",2020,14,3,0,12,0.25,0
"AZENHA","","",2020,15,12,1,14,0.857142857142857,0.0714285714285714
"AZENHA","","",2020,16,3,0,12,0.25,0
"AZENHA","","",2020,17,5,1,16,0.3125,0.0625
"AZENHA","","",2020,18,2,0,15,0.133333333333333,0
"AZENHA","","",2020,19,4,0,16,0.25,0
"AZENHA","","",2020,20,1,0,16,0.0625,0
"AZENHA","","",2020,21,4,0,17,0.235294117647059,0
"AZENHA","","",2020,22,3,0,19,0.157894736842105,0
"AZENHA","","",2020,23,2,1,19,0.105263157894737,0.0526315789473684
"AZENHA","","",2020,24,0,0,19,0,0
"AZENHA","","",2020,25,1,0,19,0.0526315789473684,0
"AZENHA","","",2020,26,2,0,20,0.1,0
"AZENHA","","",2020,27,0,0,19,0,0
"AZENHA","","",2020,28,0,0,17,0,0
"AZENHA","","",2020,29,0,0,18,0,0
"AZENHA","","",2020,30,0,0,18,0,0
"AZENHA","","",2020,31,0,0,18,0,0
"AZENHA","","",2020,32,0,0,18,0,0
"AZENHA","","",2020,33,0,0,19,0,0
"AZENHA","","",2020,34,0,0,19,0,0
"AZENHA","","",2020,35,0,0,19,0,0
"AZENHA","","",2020,36,1,0,18,0.0555555555555556,0
"AZENHA","","",2020,37,0,0,19,0,0
"AZENHA","","",2020,38,0,0,18,0,0
"AZENHA","","",2020,39,0,0,16,0,0
"AZENHA","","",2020,40,0,0,15,0,0
"AZENHA","","",2020,41,0,0,18,0,0
"AZENHA","","",2020,42,0,0,19,0,0
"AZENHA","","",2020,43,0,0,19,0,0
"AZENHA","","",2020,44,0,0,19,0,0
"AZENHA","","",2020,45,0,0,18,0,0
"AZENHA","","",2020,46,1,0,18,0.0555555555555556,0
"AZENHA","","",2020,47,0,0,18,0,0
"AZENHA","","",2020,48,1,0,17,0.0588235294117647,0
"AZENHA","","",2020,49,7,0,15,0.466666666666667,0
"AZENHA","","",2020,50,4,0,15,0.266666666666667,0
"AZENHA","","",2020,51,10,0,17,0.588235294117647,0
"AZENHA","","",2020,52,2,0,16,0.125,0
"AZENHA","","",2020,53,2,1,16,0.125,0.0625
"AZENHA","","",2021,1,3,1,17,0.176470588235294,0.0588235294117647
"AZENHA","","",2021,2,6,1,17,0.352941176470588,0.0588235294117647
"AZENHA","","",2021,3,4,1,18,0.222222222222222,0.0555555555555556
"AZENHA","","",2021,4,2,0,18,0.111111111111111,0
"AZENHA","","",2021,5,2,0,18,0.111111111111111,0
"AZENHA","","",2021,6,12,2,18,0.666666666666667,0.111111111111111
"AZENHA","","",2021,7,8,0,12,0.666666666666667,0
"AZENHA","","",2021,8,21,0,18,1.16666666666667,0
"AZENHA","","",2021,9,6,0,15,0.4,0
"AZENHA","","",2021,10,4,0,15,0.266666666666667,0
"AZENHA","","",2021,11,4,0,15,0.266666666666667,0
"AZENHA","","",2021,12,9,0,16,0.5625,0
"AZENHA","","",2021,13,15,0,17,0.882352941176471,0
"AZENHA","","",2021,14,4,0,16,0.25,0
"AZENHA","","",2021,15,11,2,16,0.6875,0.125
"AZENHA","","",2021,16,43,0,17,2.52941176470588,0
