"neighborhood","virus","serotype","year","epiweek","total_female_aegypti","total_female_albopictus","total_traps","MFAI_aegypti","MFAI_albopictus"
"APARICIO BORGES","","",2018,3,10,0,25,0.4,0
"APARICIO BORGES","","",2018,4,9,1,25,0.36,0.04
"APARICIO BORGES","","",2018,5,13,1,27,0.481481481481481,0.037037037037037
"APARICIO BORGES","","",2018,6,14,4,29,0.482758620689655,0.137931034482759
"APARICIO BORGES","","",2018,7,11,1,25,0.44,0.04
"APARICIO BORGES","","",2018,8,11,0,24,0.458333333333333,0
"APARICIO BORGES","","",2018,9,10,0,27,0.37037037037037,0
"APARICIO BORGES","","",2018,10,15,0,27,0.555555555555556,0
"APARICIO BORGES","","",2018,11,12,0,27,0.444444444444444,0
"APARICIO BORGES","","",2018,12,5,0,29,0.172413793103448,0
"APARICIO BORGES","","",2018,13,8,1,27,0.296296296296296,0.037037037037037
"APARICIO BORGES","","",2018,14,6,0,27,0.222222222222222,0
"APARICIO BORGES","","",2018,15,6,0,29,0.206896551724138,0
"APARICIO BORGES","","",2018,16,15,1,29,0.517241379310345,0.0344827586206897
"APARICIO BORGES","","",2018,17,11,2,29,0.379310344827586,0.0689655172413793
"APARICIO BORGES","","",2018,18,7,1,29,0.241379310344828,0.0344827586206897
"APARICIO BORGES","","",2018,19,7,1,29,0.241379310344828,0.0344827586206897
"APARICIO BORGES","","",2018,20,8,0,29,0.275862068965517,0
"APARICIO BORGES","","",2018,21,9,0,29,0.310344827586207,0
"APARICIO BORGES","","",2018,22,4,0,28,0.142857142857143,0
"APARICIO BORGES","","",2018,23,3,0,29,0.103448275862069,0
"APARICIO BORGES","","",2018,24,5,0,28,0.178571428571429,0
"APARICIO BORGES","","",2018,25,1,0,29,0.0344827586206897,0
"APARICIO BORGES","","",2018,26,0,0,29,0,0
"APARICIO BORGES","","",2018,27,0,0,29,0,0
"APARICIO BORGES","","",2018,28,0,0,28,0,0
"APARICIO BORGES","","",2018,29,1,0,13,0.0769230769230769,0
"APARICIO BORGES","","",2018,30,0,0,29,0,0
"APARICIO BORGES","","",2018,31,0,0,28,0,0
"APARICIO BORGES","","",2018,32,1,0,29,0.0344827586206897,0
"APARICIO BORGES","","",2018,33,0,0,28,0,0
"APARICIO BORGES","","",2018,34,0,0,28,0,0
"APARICIO BORGES","","",2018,35,0,0,28,0,0
"APARICIO BORGES","","",2018,36,0,0,29,0,0
"APARICIO BORGES","","",2018,37,1,0,29,0.0344827586206897,0
"APARICIO BORGES","","",2018,38,1,0,28,0.0357142857142857,0
"APARICIO BORGES","","",2018,39,0,0,29,0,0
"APARICIO BORGES","","",2018,40,0,0,28,0,0
"APARICIO BORGES","","",2018,41,0,0,28,0,0
"APARICIO BORGES","","",2018,42,3,0,28,0.107142857142857,0
"APARICIO BORGES","","",2018,43,4,0,29,0.137931034482759,0
"APARICIO BORGES","","",2018,44,2,0,28,0.0714285714285714,0
"APARICIO BORGES","","",2018,45,2,0,29,0.0689655172413793,0
"APARICIO BORGES","","",2018,46,6,0,28,0.214285714285714,0
"APARICIO BORGES","","",2018,47,2,0,28,0.0714285714285714,0
"APARICIO BORGES","","",2018,48,2,1,27,0.0740740740740741,0.037037037037037
"APARICIO BORGES","","",2018,49,3,1,29,0.103448275862069,0.0344827586206897
"APARICIO BORGES","","",2018,50,5,0,28,0.178571428571429,0
"APARICIO BORGES","","",2018,51,6,0,29,0.206896551724138,0
"APARICIO BORGES","","",2018,52,1,0,2,0.5,0
"APARICIO BORGES","","",2019,1,2,0,21,0.0952380952380952,0
"APARICIO BORGES","","",2019,2,0,0,2,0,0
"APARICIO BORGES","","",2019,3,8,0,29,0.275862068965517,0
"APARICIO BORGES","","",2019,4,4,1,28,0.142857142857143,0.0357142857142857
"APARICIO BORGES","","",2019,5,3,0,21,0.142857142857143,0
"APARICIO BORGES","","",2019,6,4,0,21,0.19047619047619,0
"APARICIO BORGES","","",2019,7,7,0,21,0.333333333333333,0
"APARICIO BORGES","","",2019,8,5,0,21,0.238095238095238,0
"APARICIO BORGES","","",2019,9,6,0,21,0.285714285714286,0
"APARICIO BORGES","","",2019,10,7,1,18,0.388888888888889,0.0555555555555556
"APARICIO BORGES","","",2019,11,3,0,20,0.15,0
"APARICIO BORGES","","",2019,12,18,2,21,0.857142857142857,0.0952380952380952
"APARICIO BORGES","","",2019,13,4,0,19,0.210526315789474,0
"APARICIO BORGES","","",2019,14,8,0,21,0.380952380952381,0
"APARICIO BORGES","","",2019,15,10,0,21,0.476190476190476,0
"APARICIO BORGES","","",2019,16,6,0,19,0.315789473684211,0
"APARICIO BORGES","","",2019,17,1,0,20,0.05,0
"APARICIO BORGES","","",2019,18,9,0,20,0.45,0
"APARICIO BORGES","","",2019,19,6,1,21,0.285714285714286,0.0476190476190476
"APARICIO BORGES","","",2019,20,3,0,21,0.142857142857143,0
"APARICIO BORGES","","",2019,21,8,1,20,0.4,0.05
"APARICIO BORGES","","",2019,22,9,0,21,0.428571428571429,0
"APARICIO BORGES","","",2019,23,4,0,21,0.19047619047619,0
"APARICIO BORGES","","",2019,24,1,0,21,0.0476190476190476,0
"APARICIO BORGES","","",2019,25,2,0,20,0.1,0
"APARICIO BORGES","","",2019,26,5,0,20,0.25,0
"APARICIO BORGES","","",2019,27,1,0,20,0.05,0
"APARICIO BORGES","","",2019,28,1,0,21,0.0476190476190476,0
"APARICIO BORGES","","",2019,29,0,0,18,0,0
"APARICIO BORGES","","",2019,30,0,0,19,0,0
"APARICIO BORGES","","",2019,33,0,0,20,0,0
"APARICIO BORGES","","",2019,34,0,0,20,0,0
"APARICIO BORGES","","",2019,35,1,0,21,0.0476190476190476,0
"APARICIO BORGES","","",2019,36,0,0,20,0,0
"APARICIO BORGES","","",2019,37,0,0,21,0,0
"APARICIO BORGES","","",2019,38,0,0,20,0,0
"APARICIO BORGES","","",2019,39,0,0,19,0,0
"APARICIO BORGES","","",2019,40,0,0,19,0,0
"APARICIO BORGES","","",2019,41,0,0,20,0,0
"APARICIO BORGES","","",2019,42,1,0,19,0.0526315789473684,0
"APARICIO BORGES","","",2019,43,1,0,20,0.05,0
"APARICIO BORGES","","",2019,44,1,0,20,0.05,0
"APARICIO BORGES","","",2019,45,0,0,19,0,0
"APARICIO BORGES","","",2019,46,1,0,20,0.05,0
"APARICIO BORGES","","",2019,47,1,0,20,0.05,0
"APARICIO BORGES","","",2019,48,2,0,19,0.105263157894737,0
"APARICIO BORGES","","",2019,49,3,0,20,0.15,0
"APARICIO BORGES","","",2019,50,3,0,20,0.15,0
"APARICIO BORGES","","",2019,51,0,0,19,0,0
"APARICIO BORGES","","",2019,52,7,0,20,0.35,0
"APARICIO BORGES","","",2020,2,9,0,19,0.473684210526316,0
"APARICIO BORGES","","",2020,3,6,0,21,0.285714285714286,0
"APARICIO BORGES","","",2020,4,3,0,19,0.157894736842105,0
"APARICIO BORGES","","",2020,5,4,0,20,0.2,0
"APARICIO BORGES","","",2020,6,3,2,20,0.15,0.1
"APARICIO BORGES","","",2020,7,5,1,19,0.263157894736842,0.0526315789473684
"APARICIO BORGES","","",2020,8,4,0,19,0.210526315789474,0
"APARICIO BORGES","","",2020,9,3,0,17,0.176470588235294,0
"APARICIO BORGES","","",2020,10,6,0,19,0.315789473684211,0
"APARICIO BORGES","","",2020,11,9,1,21,0.428571428571429,0.0476190476190476
"APARICIO BORGES","","",2020,12,2,0,19,0.105263157894737,0
"APARICIO BORGES","","",2020,13,1,0,16,0.0625,0
"APARICIO BORGES","","",2020,14,5,0,16,0.3125,0
"APARICIO BORGES","","",2020,15,7,0,16,0.4375,0
"APARICIO BORGES","","",2020,16,8,0,19,0.421052631578947,0
"APARICIO BORGES","","",2020,17,3,0,18,0.166666666666667,0
"APARICIO BORGES","","",2020,18,7,0,20,0.35,0
"APARICIO BORGES","","",2020,19,6,0,19,0.315789473684211,0
"APARICIO BORGES","","",2020,20,3,0,17,0.176470588235294,0
"APARICIO BORGES","","",2020,21,2,0,19,0.105263157894737,0
"APARICIO BORGES","","",2020,22,2,0,17,0.117647058823529,0
"APARICIO BORGES","","",2020,23,2,0,19,0.105263157894737,0
"APARICIO BORGES","","",2020,24,0,0,19,0,0
"APARICIO BORGES","","",2020,25,1,0,19,0.0526315789473684,0
"APARICIO BORGES","","",2020,26,2,0,18,0.111111111111111,0
"APARICIO BORGES","","",2020,27,0,0,18,0,0
"APARICIO BORGES","","",2020,28,0,0,17,0,0
"APARICIO BORGES","","",2020,29,0,0,18,0,0
"APARICIO BORGES","","",2020,30,1,0,18,0.0555555555555556,0
"APARICIO BORGES","","",2020,31,2,0,18,0.111111111111111,0
"APARICIO BORGES","","",2020,32,0,0,19,0,0
"APARICIO BORGES","","",2020,33,0,0,19,0,0
"APARICIO BORGES","","",2020,34,0,0,18,0,0
"APARICIO BORGES","","",2020,35,0,0,18,0,0
"APARICIO BORGES","","",2020,36,1,0,18,0.0555555555555556,0
"APARICIO BORGES","","",2020,37,0,0,18,0,0
"APARICIO BORGES","","",2020,38,0,0,19,0,0
"APARICIO BORGES","","",2020,39,1,0,18,0.0555555555555556,0
"APARICIO BORGES","","",2020,40,1,0,17,0.0588235294117647,0
"APARICIO BORGES","","",2020,41,0,0,18,0,0
"APARICIO BORGES","","",2020,42,1,0,19,0.0526315789473684,0
"APARICIO BORGES","","",2020,43,0,0,19,0,0
"APARICIO BORGES","","",2020,44,2,0,18,0.111111111111111,0
"APARICIO BORGES","","",2020,45,2,0,18,0.111111111111111,0
"APARICIO BORGES","","",2020,46,4,0,18,0.222222222222222,0
"APARICIO BORGES","","",2020,47,0,0,18,0,0
"APARICIO BORGES","","",2020,48,1,0,17,0.0588235294117647,0
"APARICIO BORGES","","",2020,49,2,0,18,0.111111111111111,0
"APARICIO BORGES","","",2020,50,3,0,15,0.2,0
"APARICIO BORGES","","",2020,51,2,0,18,0.111111111111111,0
"APARICIO BORGES","","",2020,52,4,0,17,0.235294117647059,0
"APARICIO BORGES","","",2020,53,5,0,15,0.333333333333333,0
"APARICIO BORGES","","",2021,1,4,0,16,0.25,0
"APARICIO BORGES","","",2021,2,5,0,16,0.3125,0
"APARICIO BORGES","","",2021,3,4,0,16,0.25,0
"APARICIO BORGES","","",2021,4,6,0,15,0.4,0
"APARICIO BORGES","","",2021,5,2,0,17,0.117647058823529,0
"APARICIO BORGES","","",2021,6,16,0,17,0.941176470588235,0
"APARICIO BORGES","","",2021,7,12,1,15,0.8,0.0666666666666667
"APARICIO BORGES","","",2021,8,6,3,18,0.333333333333333,0.166666666666667
"APARICIO BORGES","","",2021,9,5,1,17,0.294117647058824,0.0588235294117647
"APARICIO BORGES","","",2021,10,4,0,17,0.235294117647059,0
"APARICIO BORGES","","",2021,11,2,0,18,0.111111111111111,0
"APARICIO BORGES","","",2021,12,2,1,16,0.125,0.0625
"APARICIO BORGES","","",2021,13,4,1,17,0.235294117647059,0.0588235294117647
"APARICIO BORGES","","",2021,14,13,1,16,0.8125,0.0625
"APARICIO BORGES","","",2021,15,15,2,17,0.882352941176471,0.117647058823529
"APARICIO BORGES","","",2021,16,16,0,16,1,0
"APARICIO BORGES","","",2021,17,10,0,17,0.588235294117647,0
"APARICIO BORGES","","",2021,18,11,0,17,0.647058823529412,0
"APARICIO BORGES","","",2021,19,6,0,16,0.375,0
"APARICIO BORGES","","",2021,20,6,0,15,0.4,0
"APARICIO BORGES","","",2021,21,3,0,16,0.1875,0
"APARICIO BORGES","","",2021,22,1,0,17,0.0588235294117647,0
"APARICIO BORGES","","",2021,23,2,0,17,0.117647058823529,0
"APARICIO BORGES","","",2021,24,3,0,17,0.176470588235294,0
"APARICIO BORGES","","",2021,25,0,0,17,0,0
"APARICIO BORGES","","",2021,26,0,0,16,0,0
"APARICIO BORGES","","",2021,27,0,0,15,0,0
"APARICIO BORGES","","",2021,28,1,0,17,0.0588235294117647,0
"APARICIO BORGES","","",2021,29,0,0,16,0,0
"APARICIO BORGES","","",2021,30,0,0,17,0,0
"APARICIO BORGES","","",2021,31,0,0,17,0,0
"APARICIO BORGES","","",2021,32,0,0,18,0,0
"APARICIO BORGES","","",2021,33,0,0,18,0,0
"APARICIO BORGES","","",2021,34,1,0,18,0.0555555555555556,0
"APARICIO BORGES","","",2021,35,0,0,15,0,0
"APARICIO BORGES","","",2021,36,0,0,13,0,0
"APARICIO BORGES","","",2021,37,0,0,15,0,0
"APARICIO BORGES","","",2021,41,0,0,2,0,0
"APARICIO BORGES","","",2021,43,0,0,1,0,0
"APARICIO BORGES","","",2021,44,0,0,10,0,0
"APARICIO BORGES","","",2021,45,5,0,11,0.454545454545455,0
"APARICIO BORGES","","",2021,46,0,0,15,0,0
"APARICIO BORGES","","",2021,47,0,0,15,0,0
"APARICIO BORGES","","",2021,49,26,0,16,1.625,0
"APARICIO BORGES","","",2021,50,16,0,17,0.941176470588235,0
"APARICIO BORGES","","",2021,51,13,0,17,0.764705882352941,0
"APARICIO BORGES","","",2021,52,12,0,15,0.8,0
"APARICIO BORGES","","",2022,1,28,0,17,1.64705882352941,0
"APARICIO BORGES","","",2022,2,16,0,17,0.941176470588235,0
"APARICIO BORGES","","",2022,3,14,0,17,0.823529411764706,0
"APARICIO BORGES","","",2022,4,6,0,16,0.375,0
"APARICIO BORGES","","",2022,5,6,0,17,0.352941176470588,0
"APARICIO BORGES","","",2022,6,28,0,15,1.86666666666667,0
"APARICIO BORGES","","",2022,7,11,0,17,0.647058823529412,0
"APARICIO BORGES","","",2022,8,7,0,14,0.5,0
"APARICIO BORGES","","",2022,9,19,0,17,1.11764705882353,0
"APARICIO BORGES","","",2022,10,17,0,13,1.30769230769231,0
"APARICIO BORGES","","",2022,11,4,0,12,0.333333333333333,0
"APARICIO BORGES","","",2022,12,23,0,17,1.35294117647059,0
"APARICIO BORGES","","",2022,13,17,0,15,1.13333333333333,0
"APARICIO BORGES","","",2022,14,12,1,14,0.857142857142857,0.0714285714285714
"APARICIO BORGES","","",2022,15,5,0,8,0.625,0
"APARICIO BORGES","","",2022,16,22,0,15,1.46666666666667,0
"APARICIO BORGES","","",2022,17,24,3,13,1.84615384615385,0.230769230769231
"APARICIO BORGES","","",2022,18,16,1,14,1.14285714285714,0.0714285714285714
"APARICIO BORGES","","",2022,19,8,0,14,0.571428571428571,0
"APARICIO BORGES","","",2022,20,4,0,14,0.285714285714286,0
"APARICIO BORGES","","",2022,21,5,0,15,0.333333333333333,0
"APARICIO BORGES","","",2022,22,1,0,16,0.0625,0
"APARICIO BORGES","","",2022,23,0,0,17,0,0
"APARICIO BORGES","","",2022,24,0,0,17,0,0
"APARICIO BORGES","","",2022,25,0,0,17,0,0
"APARICIO BORGES","","",2022,26,0,0,17,0,0
"APARICIO BORGES","","",2022,27,0,0,17,0,0
"APARICIO BORGES","","",2022,28,0,0,4,0,0
"APARICIO BORGES","","",2022,29,0,0,2,0,0
"APARICIO BORGES","","",2022,31,0,0,9,0,0
"APARICIO BORGES","","",2022,35,1,0,10,0.1,0
"APARICIO BORGES","","",2022,36,0,0,5,0,0
"APARICIO BORGES","","",2022,37,0,0,9,0,0
"APARICIO BORGES","","",2022,38,0,0,8,0,0
"APARICIO BORGES","","",2022,39,0,0,10,0,0
"APARICIO BORGES","","",2022,40,0,0,10,0,0
"APARICIO BORGES","","",2022,41,1,0,9,0.111111111111111,0
"APARICIO BORGES","","",2022,42,0,0,9,0,0
"APARICIO BORGES","","",2022,43,0,0,9,0,0
"APARICIO BORGES","","",2022,44,1,0,8,0.125,0
"APARICIO BORGES","","",2022,45,0,0,10,0,0
"APARICIO BORGES","","",2022,46,0,0,10,0,0
"APARICIO BORGES","","",2022,47,0,0,8,0,0
"APARICIO BORGES","","",2022,48,3,0,6,0.5,0
"APARICIO BORGES","","",2022,49,1,0,1,1,0
"APARICIO BORGES","","",2022,50,0,0,8,0,0
"APARICIO BORGES","","",2022,51,0,0,1,0,0
"APARICIO BORGES","","",2022,52,4,0,7,0.571428571428571,0
"APARICIO BORGES","","",2023,1,0,0,9,0,0
"APARICIO BORGES","","",2023,2,0,0,9,0,0
"APARICIO BORGES","","",2023,3,0,0,10,0,0
"APARICIO BORGES","","",2023,4,3,0,10,0.3,0
"APARICIO BORGES","","",2023,5,0,0,10,0,0
"APARICIO BORGES","","",2023,6,3,0,10,0.3,0
"APARICIO BORGES","","",2023,7,8,0,10,0.8,0
"APARICIO BORGES","","",2023,8,1,0,10,0.1,0
"APARICIO BORGES","","",2023,9,1,0,10,0.1,0
"APARICIO BORGES","","",2023,10,5,0,10,0.5,0
"APARICIO BORGES","","",2023,11,2,0,10,0.2,0
"APARICIO BORGES","","",2023,12,6,0,10,0.6,0
"APARICIO BORGES","","",2023,13,4,0,10,0.4,0
"APARICIO BORGES","","",2023,14,1,0,10,0.1,0
"APARICIO BORGES","","",2023,15,2,0,10,0.2,0
"APARICIO BORGES","","",2023,16,0,0,10,0,0
"APARICIO BORGES","","",2023,17,21,0,7,3,0
"APARICIO BORGES","","",2023,19,9,0,7,1.28571428571429,0
"APARICIO BORGES","","",2023,20,8,0,8,1,0
"APARICIO BORGES","","",2023,21,8,0,8,1,0
"APARICIO BORGES","","",2023,22,3,0,9,0.333333333333333,0
"APARICIO BORGES","","",2023,23,6,0,7,0.857142857142857,0
"APARICIO BORGES","","",2023,24,5,0,7,0.714285714285714,0
"APARICIO BORGES","","",2023,25,3,0,9,0.333333333333333,0
"APARICIO BORGES","","",2023,26,0,0,8,0,0
"APARICIO BORGES","","",2023,27,0,0,9,0,0
"APARICIO BORGES","","",2023,28,2,0,9,0.222222222222222,0
"APARICIO BORGES","","",2023,29,2,0,10,0.2,0
"APARICIO BORGES","","",2023,30,1,0,1,1,0
"APARICIO BORGES","","",2023,31,6,2,7,0.857142857142857,0.285714285714286
"APARICIO BORGES","","",2023,32,0,0,8,0,0
"APARICIO BORGES","","",2023,33,4,0,7,0.571428571428571,0
"APARICIO BORGES","","",2023,34,3,0,9,0.333333333333333,0
"APARICIO BORGES","","",2023,35,1,0,8,0.125,0
"APARICIO BORGES","","",2023,36,0,0,1,0,0
"APARICIO BORGES","","",2023,37,3,0,10,0.3,0
"APARICIO BORGES","","",2023,38,1,0,9,0.111111111111111,0
"APARICIO BORGES","","",2023,39,0,0,8,0,0
"APARICIO BORGES","","",2023,40,2,0,8,0.25,0
"APARICIO BORGES","","",2023,41,2,1,9,0.222222222222222,0.111111111111111
"APARICIO BORGES","","",2023,42,2,0,9,0.222222222222222,0
"APARICIO BORGES","","",2023,43,2,0,9,0.222222222222222,0
"APARICIO BORGES","","",2023,44,3,0,9,0.333333333333333,0
"APARICIO BORGES","","",2023,45,10,0,10,1,0
"APARICIO BORGES","","",2023,47,10,0,9,1.11111111111111,0
"APARICIO BORGES","","",2023,48,6,0,10,0.6,0
"APARICIO BORGES","","",2023,49,2,0,9,0.222222222222222,0
"APARICIO BORGES","","",2023,50,0,0,7,0,0
"APARICIO BORGES","","",2023,51,17,0,7,2.42857142857143,0
"APARICIO BORGES","","",2023,52,10,0,8,1.25,0
"APARICIO BORGES","","",2024,1,7,0,8,0.875,0
"APARICIO BORGES","","",2024,2,7,0,5,1.4,0
"APARICIO BORGES","","",2024,4,10,1,9,1.11111111111111,0.111111111111111
"APARICIO BORGES","","",2024,5,14,0,10,1.4,0
"APARICIO BORGES","","",2024,6,11,1,4,2.75,0.25
"APARICIO BORGES","","",2024,7,1,0,1,1,0
"APARICIO BORGES","","",2024,8,22,0,8,2.75,0
"APARICIO BORGES","","",2024,9,5,0,9,0.555555555555556,0
"APARICIO BORGES","","",2024,10,24,0,9,2.66666666666667,0
"APARICIO BORGES","","",2024,11,7,1,9,0.777777777777778,0.111111111111111
"APARICIO BORGES","","",2024,12,32,1,10,3.2,0.1
"APARICIO BORGES","","",2024,13,16,1,10,1.6,0.1
"APARICIO BORGES","","",2024,14,21,0,10,2.1,0
"APARICIO BORGES","","",2024,15,8,0,10,0.8,0
"APARICIO BORGES","","",2024,16,8,0,10,0.8,0
"APARICIO BORGES","","",2024,17,4,0,10,0.4,0
"APARICIO BORGES","","",2024,22,0,0,6,0,0
"APARICIO BORGES","","",2024,23,0,0,1,0,0
"APARICIO BORGES","","",2024,24,5,0,2,2.5,0
"APARICIO BORGES","","",2024,25,0,0,1,0,0
"APARICIO BORGES","","",2024,26,0,0,1,0,0
"APARICIO BORGES","","",2024,27,2,0,10,0.2,0
"APARICIO BORGES","","",2024,28,1,0,7,0.142857142857143,0
"APARICIO BORGES","","",2024,29,0,0,3,0,0
"APARICIO BORGES","","",2024,30,1,0,9,0.111111111111111,0
"APARICIO BORGES","","",2024,31,1,0,9,0.111111111111111,0
"APARICIO BORGES","","",2024,32,1,0,8,0.125,0
"APARICIO BORGES","","",2024,33,0,0,7,0,0
"APARICIO BORGES","","",2024,34,0,0,5,0,0
"APARICIO BORGES","","",2024,35,0,0,9,0,0
"APARICIO BORGES","","",2024,36,0,0,7,0,0
"APARICIO BORGES","","",2024,37,0,0,1,0,0
"APARICIO BORGES","","",2024,38,0,0,2,0,0
"APARICIO BORGES","","",2024,39,0,0,1,0,0
"APARICIO BORGES","","",2024,40,0,0,8,0,0
"APARICIO BORGES","","",2024,41,0,0,2,0,0
"APARICIO BORGES","","",2024,42,3,0,9,0.333333333333333,0
"APARICIO BORGES","","",2024,43,1,0,6,0.166666666666667,0
"APARICIO BORGES","","",2024,44,0,0,3,0,0
"APARICIO BORGES","","",2024,45,5,0,8,0.625,0
"APARICIO BORGES","","",2024,46,4,1,8,0.5,0.125
"APARICIO BORGES","","",2024,47,4,0,8,0.5,0
"APARICIO BORGES","","",2024,48,7,0,9,0.777777777777778,0
"APARICIO BORGES","","",2024,49,5,0,9,0.555555555555556,0
"APARICIO BORGES","","",2024,50,12,0,10,1.2,0
"APARICIO BORGES","","",2024,51,4,0,10,0.4,0
"APARICIO BORGES","","",2024,52,7,0,5,1.4,0
"APARICIO BORGES","","",2025,1,7,0,7,1,0
"APARICIO BORGES","","",2025,2,19,2,9,2.11111111111111,0.222222222222222
"APARICIO BORGES","","",2025,3,9,1,8,1.125,0.125
"APARICIO BORGES","","",2025,4,6,0,10,0.6,0
"APARICIO BORGES","","",2025,5,17,2,10,1.7,0.2
"APARICIO BORGES","","",2025,6,15,1,10,1.5,0.1
"APARICIO BORGES","","",2025,7,24,0,10,2.4,0
"APARICIO BORGES","","",2025,8,11,0,10,1.1,0
"APARICIO BORGES","","",2025,9,7,3,10,0.7,0.3
"APARICIO BORGES","","",2025,10,14,1,7,2,0.142857142857143
"APARICIO BORGES","","",2025,11,24,2,10,2.4,0.2
"APARICIO BORGES","","",2025,12,15,0,10,1.5,0
"APARICIO BORGES","","",2025,13,12,0,10,1.2,0
"APARICIO BORGES","","",2025,14,15,2,10,1.5,0.2
"APARICIO BORGES","Dengue","Dengue 1",2025,14,4,0,10,0.4,0
"APARICIO BORGES","","",2025,15,11,2,10,1.1,0.2
"APARICIO BORGES","","",2025,16,4,0,10,0.4,0
"APARICIO BORGES","","",2025,17,14,0,10,1.4,0
"APARICIO BORGES","","",2025,18,11,1,10,1.1,0.1
"APARICIO BORGES","","",2025,19,18,0,10,1.8,0
"APARICIO BORGES","Dengue","Dengue 1",2025,19,4,0,10,0.4,0
"APARICIO BORGES","","",2025,20,17,0,10,1.7,0
"APARICIO BORGES","","",2025,21,13,0,10,1.3,0
"APARICIO BORGES","","",2025,22,4,0,8,0.5,0
"APARICIO BORGES","","",2025,23,1,0,8,0.125,0
"APARICIO BORGES","","",2025,24,2,0,9,0.222222222222222,0
"APARICIO BORGES","","",2025,26,0,0,7,0,0
"APARICIO BORGES","","",2025,27,1,0,9,0.111111111111111,0
"APARICIO BORGES","","",2025,28,0,0,9,0,0
"APARICIO BORGES","","",2025,29,0,0,8,0,0
"APARICIO BORGES","","",2025,30,0,0,7,0,0
"APARICIO BORGES","","",2025,31,0,0,10,0,0
"APARICIO BORGES",NA,NA,2025,32,0,0,10,0,0
"APARICIO BORGES",NA,NA,2025,33,0,0,10,0,0
"APARICIO BORGES",NA,NA,2025,34,0,0,10,0,0
"APARICIO BORGES",NA,NA,2025,35,0,0,10,0,0
"APARICIO BORGES",NA,NA,2025,36,0,0,7,0,0
"APARICIO BORGES",NA,NA,2025,37,0,0,10,0,0
"APARICIO BORGES",NA,NA,2025,38,0,0,10,0,0
"APARICIO BORGES",NA,NA,2025,39,0,0,10,0,0
"APARICIO BORGES",NA,NA,2025,40,1,0,10,0.1,0
"APARICIO BORGES",NA,NA,2025,41,2,0,9,0.222222222222222,0
"APARICIO BORGES",NA,NA,2025,42,1,0,10,0.1,0
"APARICIO BORGES",NA,NA,2025,43,2,0,10,0.2,0
"APARICIO BORGES",NA,NA,2025,44,3,2,10,0.3,0.2
"APARICIO BORGES",NA,NA,2025,45,0,0,10,0,0
"APARICIO BORGES",NA,NA,2025,46,0,0,10,0,0
"APARICIO BORGES",NA,NA,2025,47,5,0,10,0.5,0
"APARICIO BORGES",NA,NA,2025,48,2,1,10,0.2,0.1
"APARICIO BORGES",NA,NA,2025,49,6,0,10,0.6,0
"APARICIO BORGES",NA,NA,2025,50,11,0,10,1.1,0
"APARICIO BORGES",NA,NA,2025,51,4,1,9,0.444444444444444,0.111111111111111
"APARICIO BORGES",NA,NA,2025,52,9,0,9,1,0
"APARICIO BORGES",NA,NA,2025,53,2,0,2,1,0
"AUXILIADORA","","",2019,1,2,0,9,0.222222222222222,0
"AUXILIADORA","","",2019,5,7,0,14,0.5,0
"AUXILIADORA","","",2019,6,2,0,15,0.133333333333333,0
"AUXILIADORA","","",2019,7,8,0,15,0.533333333333333,0
"AUXILIADORA","","",2019,8,8,0,15,0.533333333333333,0
"AUXILIADORA","","",2019,9,3,1,15,0.2,0.0666666666666667
"AUXILIADORA","","",2019,10,4,0,15,0.266666666666667,0
"AUXILIADORA","","",2019,11,4,0,15,0.266666666666667,0
"AUXILIADORA","","",2019,12,14,1,15,0.933333333333333,0.0666666666666667
"AUXILIADORA","","",2019,13,12,0,15,0.8,0
"AUXILIADORA","","",2019,14,6,0,15,0.4,0
"AUXILIADORA","","",2019,15,12,0,15,0.8,0
"AUXILIADORA","","",2019,16,8,0,15,0.533333333333333,0
"AUXILIADORA","","",2019,17,7,1,15,0.466666666666667,0.0666666666666667
"AUXILIADORA","","",2019,18,8,0,14,0.571428571428571,0
"AUXILIADORA","","",2019,19,7,0,15,0.466666666666667,0
"AUXILIADORA","","",2019,20,7,0,15,0.466666666666667,0
"AUXILIADORA","","",2019,21,5,0,15,0.333333333333333,0
"AUXILIADORA","","",2019,22,2,0,15,0.133333333333333,0
"AUXILIADORA","","",2019,23,4,0,15,0.266666666666667,0
"AUXILIADORA","","",2019,24,1,0,14,0.0714285714285714,0
"AUXILIADORA","","",2019,25,5,0,15,0.333333333333333,0
"AUXILIADORA","","",2019,26,6,0,14,0.428571428571429,0
"AUXILIADORA","","",2019,27,0,0,15,0,0
"AUXILIADORA","","",2019,28,0,0,15,0,0
"AUXILIADORA","","",2019,29,1,0,15,0.0666666666666667,0
"AUXILIADORA","","",2019,30,0,0,15,0,0
"AUXILIADORA","","",2019,31,0,1,15,0,0.0666666666666667
"AUXILIADORA","","",2019,32,0,0,15,0,0
"AUXILIADORA","","",2019,33,1,0,15,0.0666666666666667,0
"AUXILIADORA","","",2019,34,0,0,15,0,0
"AUXILIADORA","","",2019,35,0,0,15,0,0
"AUXILIADORA","","",2019,36,0,0,15,0,0
"AUXILIADORA","","",2019,37,0,0,15,0,0
"AUXILIADORA","","",2019,38,0,0,15,0,0
"AUXILIADORA","","",2019,39,0,0,15,0,0
"AUXILIADORA","","",2019,40,2,0,15,0.133333333333333,0
"AUXILIADORA","","",2019,41,1,0,14,0.0714285714285714,0
"AUXILIADORA","","",2019,42,0,0,13,0,0
