"year","epiweek","mean_temperature","relative_humidity","precipitation","rainy_days_5","rainy_days_10","rainy_days_30","indexP"
2018,34,15.9016847882952,82.2841165773714,20.1460271402138,3,8,28,0.083583285544518
2018,35,17.3431578863235,82.179299722177,18.0421432680949,1,4,24,0.243703734961869
2018,36,19.9806722731818,81.6142642367726,2.71756947173193,1,1,18,1.04577245649452
2018,37,21.3352629162017,85.159281999273,38.816504100699,5,8,18,2.38014077214281
2018,38,18.0434458414714,76.7837940781567,18.1504969399005,5,10,18,0.304310147878694
2018,39,20.1101401919411,78.3407743057516,6.47077995982196,5,10,22,0.967761467000716
2018,40,20.221445792062,76.1160661374229,2.8750697147378,5,10,29,0.926879496562068
2018,41,19.9560126168388,74.270273749329,10.2213033525125,5,10,30,0.750636374930896
2018,42,20.2414206368583,77.0919996923239,37.0665510954495,4,9,29,0.977202553853528
2018,43,21.7071348644438,73.4908667869938,0.412083281828401,4,6,26,1.66192185115744
2018,44,24.57154490153,70.6929336205553,11.3000938445396,5,10,26,5.28752571848276
2018,45,21.8087326049805,73.4032259847725,37.6628076000426,5,10,26,1.73472647338648
2018,46,21.7429327101935,77.0585152073347,13.0304879072819,5,10,26,1.99922271855745
2018,47,18.8605554489863,63.3054154192491,1.13555650029321,5,10,30,0.275751142559153
2018,48,26.2173291887556,65.6091094650419,1.70878531343988,5,10,30,8.05330602899023
2018,49,25.3854759579613,78.511746400362,9.20403139328604,5,10,30,11.2365630407433
2018,50,23.8758916219076,75.1417691976939,3.73841912340822,5,10,30,4.86198758838235
2018,51,NA,NA,NA,NA,NA,NA,NA
2018,52,NA,NA,NA,NA,NA,NA,NA
2019,1,26.8971102396647,67.8529151664453,10.8165262247439,NA,NA,NA,11.4073690689715
2019,2,26.416531590053,74.7722850733755,7.60544767278285,5,NA,NA,14.0826404570165
2019,3,25.1229317801339,82.1467640162371,17.8230992338892,5,10,NA,11.9338836049137
2019,4,26.6001972743443,74.0168931514112,1.36170673540429,5,10,NA,14.4014825787185
2019,5,27.7409476143973,69.060017364722,20.6729838584465,5,10,NA,15.7108262567703
2019,6,24.983305140904,69.5064271107756,1.55709253997334,5,10,30,5.95064541391006
2019,7,23.4467261904762,74.6914525303449,19.5407563587651,5,10,30,3.9142183662455
2019,8,26.1756138392857,72.6616852127809,6.41841333682673,5,10,30,11.6360471669278
2019,9,22.2725827171689,73.8642861130025,16.5085772600047,1,6,26,2.1967740676092
2019,10,24.7309189569383,76.9170370192357,37.9741426243546,3,4,23,7.79114672632283
2019,11,22.886972409203,78.9356460911655,6.2279020708426,5,8,23,3.72168751753396
2019,12,20.7718924386161,76.3226876933151,9.7531837660938,5,10,23,1.22039006694729
2019,13,21.4564540318081,76.655339520094,4.66335767282544,5,10,25,1.71485621305853
2019,14,23.3270253499349,81.0373052258527,18.0156388023534,5,10,28,5.03714775502033
2019,15,21.5409790039063,77.8904442681973,1.04036234449604,5,10,30,1.88972608528193
2019,16,20.4736118134998,82.2906190231155,25.2310914323743,5,10,30,1.376998351539
2019,17,21.0877083188012,83.8097474465782,22.7316789126538,5,10,30,1.98867069704346
2019,18,20.8748126075382,85.5292613549994,9.00991811660864,5,10,30,1.93309543059648
2019,19,19.4372188749768,82.74133915218,20.7847482737407,5,10,30,0.830524883311585
2019,20,18.775540015811,82.52564993874,15.5253935092882,5,10,30,0.57801902565776
2019,21,17.636981128511,86.5884653542848,19.9940343663153,5,10,30,0.347869377673892
2019,22,16.9761727469308,87.4884167077291,34.1477679313205,5,10,30,0.231688115610158
2019,23,16.1324696132115,85.157939186146,1.63153524107429,5,10,30,0.112192913557278
2019,24,20.3662131899879,82.4018457912453,0.0519308072159201,5,10,30,1.31206255695688
2019,25,17.7257524036226,79.1375791165079,3.24267277327372,5,10,30,0.276151261527859
2019,26,17.4218772524879,74.7585164700806,11.2671626059115,5,10,30,0.193886081131152
2019,27,9.02677779424761,70.1232574005476,1.20657435297034,5,10,30,0
2019,28,13.1963868640718,83.9760193792794,8.5310737067387,5,10,30,0.0017449931568553
2019,29,14.5873617263068,82.1751192534853,0.314054425155419,5,10,30,0.0211584238365054
